UKB Entry	SNOMED CT ID	SNOMED CT CONCEPT ID	SNOMED CT DESCRIPTION
megace 40mg tablet	4449401000001111	384201000001104	megace 40mg tablet
megaclor 170mg capsule	5836401000001118	1973401000001102	megaclor 170mg capsule
megestrol	107606201000001114	38578004	megestrol
melleril 10mg tablet	4633401000001112	664401000001106	melleril 10mg tablet
meloxicam	107658501000001117	125694008	meloxicam
melphalan	107588501000001116	544002	melphalan
memantine hydrochloride	14915001000001112	3568511000001100	memantine hydrochloride
menadiol	107798001000001113	350547008	menadiol
menogon 75iu injection (pdr for recon)+solvent	6956201000001112	3185401000001101	menogon 75iu injection (pdr for recon)+solvent
menophase tablet	8337101000001116	331701000001101	menophase tablet
menopur 75iu injection (pdr for recon)+solvent	7518901000001116	3798001000001108	menopur 75iu injection (pdr for recon)+solvent
menorest 37.5micrograms patch	6355301000001117	2539201000001109	menorest 37.5micrograms patch
menoring 50micrograms/24hours vaginal ring	7681701000001118	3975001000001103	menoring 50micrograms/24hours vaginal ring
menzol 8-day 5mg planapack tablets	10356701000001118	272301000001103	menzol 8-day 5mg planapack tablets
mepacrine	108272901000001118	350225009	mepacrine
mepenzolate	108092301000001116	74022005	mepenzolate
mepranix 50mg tablet	4540601000001111	525001000001101	mepranix 50mg tablet
meprate 400mg tablet	4317901000001113	175401000001100	meprate 400mg tablet
meprobamate	107620701000001110	70864001	meprobamate
meptazinol	107801201000001112	354055003	meptazinol
meptid 100mg/1ml injection	4434801000001110	361401000001104	meptid 100mg/1ml injection
meptid 200mg tablet	4264101000001110	93701000001107	meptid 200mg tablet
mepyramine	108270101000001115	349962001	mepyramine
mequitazine	108181401000001111	320756004	mequitazine
merbentyl 10mg tablet	4359901000001112	243901000001109	merbentyl 10mg tablet
mercaptamine	108122401000001114	109109007	mercaptamine
mercaptopurine	107588701000001110	1039008	mercaptopurine
mercilon tablet	4494901000001111	455101000001109	mercilon tablet
merional 75iu injection (pdr for recon)+solvent	12533501000001113	4168101000001101	merional 75iu injection (pdr for recon)+solvent
merocaine lozenge	4863901000001119	970001000001101	merocaine lozenge
merocet mouthwash	10787801000001115	103201000001106	merocet mouthwash
meronem 1g infusion kit	6382701000001119	2568101000001100	meronem 1g infusion kit
meronem 1g injection (pdr for recon)	6274401000001116	2442001000001100	meronem 1g injection (pdr for recon)
meronem 250mg injection (pdr for recon)	6274201000001115	2441801000001102	meronem 250mg injection (pdr for recon)
meronem 500mg infusion kit	6382601000001112	2568001000001101	meronem 500mg infusion kit
meronem 500mg injection (pdr for recon)	6274301000001112	2441901000001108	meronem 500mg injection (pdr for recon)
meropenem	107632501000001118	96062004	meropenem
mesalazine	108107701000001113	86977007	mesalazine
mesren mr 400mg m/r tablet	13329401000001115	4459601000001107	mesren mr 400mg m/r tablet
mesterolone	105030601000001114	126166005	mesterolone
mestinon 1mg/1ml injection	5870801000001116	2007801000001106	mestinon 1mg/1ml injection
mestinon 60mg tablet	4957801000001116	1077901000001107	mestinon 60mg tablet
mestranol	14656201000001117	3863411000001106	mestranol
metalpha 250mg tablet	4362501000001116	247201000001109	metalpha 250mg tablet
metamucil powder	4372701000001118	262901000001105	metamucil powder
metanium ointment	10347401000001112	467601000001104	metanium ointment
metatone tonic	4984401000001118	1119501000001109	metatone tonic
metazem 60mg m/r tablet	6280201000001116	2448201000001108	metazem 60mg m/r tablet
meted shampoo	10373901000001114	207401000001104	meted shampoo
metenix-5 tablet	4220801000001117	23401000001107	metenix-5 tablet
meterfer 304mg tablet	5861001000001114	1998001000001108	meterfer 304mg tablet
meterfolic tablet	4264401000001116	94101000001108	meterfolic tablet
metformin	107652601000001115	109081006	metformin
methacholine	108070801000001116	53584007	methacholine
methadone	107612701000001119	51758009	methadone
methadose 10mg/ml s/f liquid	6597001000001116	2787301000001103	methadose 10mg/ml s/f liquid
methadose 20mg/ml s/f liquid	6597101000001115	2787501000001105	methadose 20mg/ml s/f liquid
methadose diluent liquid	6597201000001110	2787701000001104	methadose diluent liquid
metharose 1mg/1ml s/f oral solution	7071601000001112	3300901000001107	metharose 1mg/1ml s/f oral solution
methex 1mg/1ml mixture	6380301000001117	2565601000001102	methex 1mg/1ml mixture
methocarbamol	107627501000001117	83973001	methocarbamol
methodex 1mg/1ml mixture	8137301000001112	2565601000001102	methodex 1mg/1ml mixture
methotrexate	107619901000001111	68887009	methotrexate
methyclothiazide	108085001000001114	66919007	methyclothiazide
methyl aminolevulinate	107828401000001112	408043009	methyl aminolevulinate
methyl salicylate bp	61176201000001116	637901000001100	methyl salicylate bp
methyl salicylate liniment bp	49259801000001114	9721101000001105	methyl salicylate liniment bp
methyl salicylate ointment bp	49260101000001117	9721201000001103	methyl salicylate ointment bp
methylcellulose	107599001000001115	24504000	methylcellulose
methyldopa	107627701000001111	84078002	methyldopa
methyldopa+hydrochlorothiazide 250mg/15mg tablet	4360601000001118	244701000001109	methyldopa+hydrochlorothiazide 250mg/15mg tablet
methylphenidate	107596801000001115	18548003	methylphenidate
methylphenobarbital	108058501000001119	46709004	methylphenobarbital
methylphenobarbitone 30mg tablet	4405401000001115	315401000001102	methylphenobarbitone 30mg tablet
methylprednisolone	105028401000001112	27242001	methylprednisolone
methylprednisolone+neomycin	108259601000001119	346570001	methylprednisolone+neomycin
methysergide	107593301000001115	11796006	methysergide
metipranolol	107648101000001113	108831007	metipranolol
metirosine	108099801000001115	86131002	metirosine
metoclopramide	107615301000001113	56549003	metoclopramide
metolazone	107598401000001116	22198003	metolazone
metopirone 250mg capsule	4311701000001118	165501000001107	metopirone 250mg capsule
metoprolol	107591601000001110	7092007	metoprolol
metoprolol tartrate+chlorthalidone 100mg/12.5mg tablet	4450501000001115	386101000001103	metoprolol tartrate+chlorthalidone 100mg/12.5mg tablet
metoros 95mg tablet	5791001000001113	1927601000001109	metoros 95mg tablet
metosyn 0.05% cream	10519901000001116	1131801000001104	metosyn 0.05% cream
metox 10mg tablet	5819601000001118	1956401000001105	metox 10mg tablet
metramid 10mg tablet	5819701000001111	1956501000001109	metramid 10mg tablet
metrodin high purity 75iu injection (pdr for recon)+solvent	4978001000001114	1109101000001101	metrodin high purity 75iu injection (pdr for recon)+solvent
metrogel 0.75% gel	10791301000001119	810801000001109	metrogel 0.75% gel
metrolyl 1g suppository	4977001000001113	1107701000001109	metrolyl 1g suppository
metrolyl 200mg tablet	5842801000001116	1979801000001103	metrolyl 200mg tablet
metrolyl 400mg tablet	5842901000001110	1979901000001109	metrolyl 400mg tablet
metrolyl 500mg suppository	4796001000001111	893801000001102	metrolyl 500mg suppository
metrolyl 500mg/100ml intravenous infusion amp	4795901000001119	893701000001106	metrolyl 500mg/100ml intravenous infusion amp
metrolyl 500mg/100ml intravenous infusion bag	4976901000001114	1107601000001104	metrolyl 500mg/100ml intravenous infusion bag
metronidazole	107588801000001118	1222004	metronidazole
metrosa 0.75% gel	12981201000001110	4286601000001105	metrosa 0.75% gel
metrotop 0.8% gel	10302801000001116	731701000001100	metrotop 0.8% gel
metrovex 500mg/100ml infusion bag	6280501000001118	2448501000001106	metrovex 500mg/100ml infusion bag
metrozol 500mg/100ml infusion	4656301000001110	699901000001104	metrozol 500mg/100ml infusion
metvix 16% cream	13285101000001113	4390601000001100	metvix 16% cream
metvix 160mg/g cream	13103701000001111	4390601000001100	metvix 160mg/g cream
metyrapone	107613201000001115	53848009	metyrapone
mexiletine	107634901000001116	96298001	mexiletine
mexitil 50mg capsule	4360901000001113	245301000001109	mexitil 50mg capsule
mezlocillin	108096201000001114	78174002	mezlocillin
miacalcic 100iu/1ml injection	4742501000001112	833501000001108	miacalcic 100iu/1ml injection
miacalcic 200iu nasal spray	7726101000001110	4022501000001108	miacalcic 200iu nasal spray
mianserin	107633801000001112	96200003	mianserin
mibefradil	108155301000001114	319318006	mibefradil
micanol 1% cream	11075201000001114	2851001000001102	micanol 1% cream
micanol 3% cream	11075301000001117	2851401000001107	micanol 3% cream
micardis 20mg tablet	7561501000001117	3844301000001108	micardis 20mg tablet
micardisplus 40mg/12.5mg tablet	12848701000001112	4218201000001107	micardisplus 40mg/12.5mg tablet
micolette micro-enema	10341301000001111	322601000001101	micolette micro-enema
miconazole	107608401000001114	42720001	miconazole
miconazole 200mg/20ml intravenous infusion	4216501000001113	15701000001107	miconazole 200mg/20ml intravenous infusion
miconazole 250mg tablet	4221601000001110	24601000001108	miconazole 250mg tablet
micralax micro-enema	10341201000001119	683301000001102	micralax micro-enema
micro-k 600mg m/r capsule	5863601000001119	2000601000001108	micro-k 600mg m/r capsule
microgynon 30 tablet	4265101000001114	95301000001109	microgynon 30 tablet
micronor tablet	4316401000001118	173501000001100	micronor tablet
micropirin 75mg e/c tablet	7521201000001111	3800301000001109	micropirin 75mg e/c tablet
microval tablet	4361001000001116	245501000001102	microval tablet
mictral 660mg/sachet effervescent granules	4389301000001116	288601000001103	mictral 660mg/sachet effervescent granules
micturin 12.5mg tablet	5856401000001119	1993401000001105	micturin 12.5mg tablet
midamor 5mg tablet	4405901000001112	316101000001101	midamor 5mg tablet
midrid capsule	4405701000001110	315901000001106	midrid capsule
mifegyne 200mg tablet	4450701000001114	386501000001108	mifegyne 200mg tablet
mifepristone	107659801000001110	129483007	mifepristone
migard 2.5mg tablet	13047701000001115	4328801000001109	migard 2.5mg tablet
miglustat	107828501000001111	408044003	miglustat
migrafen 200mg tablet	10390501000001117	526801000001104	migrafen 200mg tablet
migraleve duopack tablet	8148001000001114	666801000001100	migraleve duopack tablet
migraleve tablet	4634701000001115	666801000001100	migraleve tablet
migraleve yellow tablet	4523401000001118	498701000001108	migraleve yellow tablet
migramax sachet powder	7445801000001117	3718501000001100	migramax sachet powder
migranal 2mg/0.5ml nasal spray	7263901000001116	3515001000001101	migranal 2mg/0.5ml nasal spray
migravess effervescent tablet	4606901000001118	623801000001102	migravess effervescent tablet
migril tablet	4679001000001119	736901000001109	migril tablet
mil-par suspension	11267701000001113	3412001000001102	mil-par suspension
mildison lipocream 1% cream	10280501000001110	749701000001100	mildison lipocream 1% cream
milk of magnesia suspension	10385101000001117	356001000001107	milk of magnesia suspension
mimpara 30mg tablet	13883001000001116	8635001000001103	mimpara 30mg tablet
minadex sugar-free oral drops	10349901000001111	110701000001106	minadex sugar-free oral drops
minamino compound syrup	4984201000001117	1119201000001106	minamino compound syrup
minihep calcium 5000iu/0.2ml injection	4574501000001115	575701000001100	minihep calcium 5000iu/0.2ml injection
minilyn tablet	4807101000001110	906401000001102	minilyn tablet
minims artificial tears single-use eye drops	10375201000001117	57001000001108	minims artificial tears single-use eye drops
minims atropine sulphate 1% single-use eye drops	10785901000001115	46801000001101	minims atropine sulphate 1% single-use eye drops
minims chloramphenicol 0.5% single-use eye drops	10783901000001116	119501000001109	minims chloramphenicol 0.5% single-use eye drops
minims chloramphenicol 0.5% single-use eye drops 0.5ml	6154401000001116	2299501000001106	minims chloramphenicol 0.5% single-use eye drops 0.5ml
minims cyclopentolate 0.5% single-use eye drops	10375401000001118	208101000001106	minims cyclopentolate 0.5% single-use eye drops
minims gentamicin 0.3% single-use eye drops	10784401000001111	197701000001106	minims gentamicin 0.3% single-use eye drops
minims homatropine 2% single-use eye drops	10375801000001116	419701000001104	minims homatropine 2% single-use eye drops
minims metipranolol 0.1% single-use eye drops	10376001000001118	559501000001107	minims metipranolol 0.1% single-use eye drops
minims neomycin sulphate 0.5% single-use eye drops	10784601000001114	268201000001103	minims neomycin sulphate 0.5% single-use eye drops
minims pilocarpine nitrate 1% single-use eye drops	10376201000001112	699401000001108	minims pilocarpine nitrate 1% single-use eye drops
minims prednisolone 0.5% single-use eye drops	10785601000001110	778801000001100	minims prednisolone 0.5% single-use eye drops
minims sulphacetamide single-use eye drops 0.5ml	13478801000001117	8437301000001107	minims sulphacetamide single-use eye drops 0.5ml
minims thymoxamine single-use eye drops 0.5ml	11799401000001119	2011601000001104	minims thymoxamine single-use eye drops 0.5ml
minims tropicamide 0.5% single-use eye drops	10376601000001114	131401000001101	minims tropicamide 0.5% single-use eye drops
minitran 5mg/24hours transdermal patch	4332301000001115	197901000001108	minitran 5mg/24hours transdermal patch
minocin 100mg tablet	4221801000001114	25001000001101	minocin 100mg tablet
minocin 50mg tablet	4715101000001118	792901000001102	minocin 50mg tablet
minocin mr 100mg m/r capsule	4251901000001119	75001000001102	minocin mr 100mg m/r capsule
minocycline	107594601000001112	13512003	minocycline
minodiab 2.5mg tablet	4361301000001118	245901000001105	minodiab 2.5mg tablet
minogal 100 tablet	6217101000001114	2372701000001108	minogal 100 tablet
minogal 50 tablet	6217001000001113	2372601000001103	minogal 50 tablet
minovlar tablet	4807201000001115	906501000001103	minovlar tablet
minoxidil	107611701000001110	49577002	minoxidil
mintec 0.2ml e/c capsule	4510501000001118	478701000001100	mintec 0.2ml e/c capsule
mintezol 500mg chewable tablet	4321601000001117	180301000001105	mintezol 500mg chewable tablet
minulet tablet	4588301000001113	596901000001102	minulet tablet
miochol intra-ocular irrigation	10321101000001111	232901000001100	miochol intra-ocular irrigation
mirapexin 0.088mg tablet	7276801000001111	3529401000001102	mirapexin 0.088mg tablet
miraxid 225mg tablet	4635001000001118	667201000001104	miraxid 225mg tablet
miraxid paediatric sachet	5833201000001113	1970101000001100	miraxid paediatric sachet
miraxid-450 tablet	4451901000001115	388201000001106	miraxid-450 tablet
mirena 20mcg/24hrs intrauterine system	8388401000001116	2485601000001105	mirena 20mcg/24hrs intrauterine system
mirena 52mg intrauterine system	6310901000001119	2485601000001105	mirena 52mg intrauterine system
mirtazapine	107637801000001117	108430001	mirtazapine
misoprostol	107608501000001113	43684009	misoprostol
mistamine 10mg m/r tablet	7271001000001112	3522501000001108	mistamine 10mg m/r tablet
mixogen tablet	4803401000001112	902001000001108	mixogen tablet
mizollen 10mg m/r tablet	7091001000001114	3321601000001103	mizollen 10mg m/r tablet
